Montant_de_la_commande,Quantite,Prix_Unité,Montant_Remise,Montant_Livraison,a_code_promo,canal_vente,Type_client,ville_client,prix_catalogue,En_Promo,canal_produit,Categorie,Type_Vente,Type_paiement,Annee,Mois,Trimestre,Semestre,est_saison_haute,remise_pct,ratio_prix_catalogue
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sfax,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.8333333333333334
50.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sfax,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,2,25.0,0.0,8.0,1,B2C,Particulier,Monastir,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Nabeul,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.8333333333333334
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Nabeul,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.8333333333333334
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Jendouba,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Sousse,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.8333333333333334
115.0,1,85.0,0.0,8.0,1,B2C,Particulier,Tunis,85.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
115.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Bizerte,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.8333333333333334
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Ben Arous,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
106.5,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
106.5,1,16.5,0.0,8.0,1,B2C,Particulier,Tunis,16.5,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Medenine,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
60.0,1,60.0,0.0,8.0,1,B2C,Particulier,Tunis,60.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Medenine,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Jendouba,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sousse,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
95.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
95.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,0.75
95.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,BOIS D'OLIVIER,Site_Web,AUTRE,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
108.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
108.0,1,40.0,0.0,8.0,1,B2C,Particulier,Tunis,40.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
108.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
113.0,1,48.0,0.0,8.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
113.0,1,65.0,0.0,8.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
20.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Jendouba,92.0,False,Site Web,BOIS D'OLIVIER,Site_Web,AUTRE,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Sousse,92.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,AUTRE,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
85.0,1,50.0,0.0,8.0,1,B2C,Particulier,Sousse,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,WALLET PAYMENT,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
85.0,1,35.0,0.0,8.0,1,B2C,Particulier,Sousse,35.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Jendouba,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,2,Trimestre 1,Semestre 1,0,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
258.0,2,129.0,0.0,0.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
90.0,1,64.0,26.0,8.0,1,B2C,Particulier,Nabeul,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.28888888888888886,0.7111111111111111
172.0,2,86.0,0.0,0.0,1,B2C,Particulier,Ariana,86.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
156.0,1,90.0,0.0,0.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
156.0,4,16.5,0.0,0.0,1,B2C,Particulier,Tunis,16.5,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
130.0,1,35.0,0.0,8.0,1,B2C,Particulier,Sousse,35.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
130.0,1,45.0,0.0,8.0,1,B2C,Particulier,Sousse,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
130.0,1,50.0,0.0,8.0,1,B2C,Particulier,Sousse,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
128.0,4,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537815
15.0,1,15.0,0.0,0.0,1,B2B,Entreprise,Sousse,17.849999999999998,False,Terrain,LA TOUCHE DÉCO,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537816
64.0,2,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537815
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,37.5,12.5,8.0,1,B2C,Particulier,Ariana,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.25,0.75
56525.0,850,66.5,0.0,0.0,1,B2B,Entreprise,Tunis,79.13499999999999,False,Terrain,"VERRES, CUIVRES",Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537816
1500.0,1,1500.0,0.0,0.0,1,B2B,Entreprise,Tunis,1785.0,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537815
2194.5,33,66.5,0.0,0.0,1,B2B,Entreprise,Tunis,79.13499999999999,False,Terrain,ARTICLES EN CUIVRE,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537816
258.0,1,129.0,0.0,0.0,1,B2C,Particulier,Sfax,100.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.29
258.0,1,129.0,0.0,0.0,1,B2C,Particulier,Sfax,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.29
258.0,2,129.0,0.0,0.0,1,B2C,Particulier,Medenine,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.29
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Ben Arous,92.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,AUTRE,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
150.0,1,120.0,0.0,8.0,1,B2C,Particulier,Tunis,120.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
150.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
150.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.75
77.31,1,77.31,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403260869565218
84.03,4,21.01,0.0,8.0,1,B2C,Particulier,Monastir,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8404
84.04,1,42.02,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8404
84.04,1,42.02,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8404
126.0,2,12.75,31.5,8.0,1,B2C,Particulier,Tunis,17.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,1.0,0.75
126.0,1,69.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,0.75
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Sousse,129.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.29
105.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
105.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
105.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
84.9,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
84.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,WALLET PAYMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,37.5,12.5,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.25,0.75
101.0,1,86.0,0.0,8.0,1,B2C,Particulier,Tunis,70.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.2285714285714286
101.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,VASES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,12,16.5,0.0,0.0,1,B2C,Particulier,Tunis,16.5,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,3,34.0,0.0,0.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,12,30.0,0.0,0.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,2,85.0,0.0,0.0,1,B2C,Particulier,Tunis,85.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,3,65.0,0.0,0.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,2,115.0,0.0,0.0,1,B2C,Particulier,Tunis,115.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
1505.0,2,125.0,0.0,0.0,1,B2C,Particulier,Tunis,125.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
56525.0,850,66.5,0.0,0.0,1,B2B,Entreprise,Tunis,79.13499999999999,False,Terrain,"VERRES, CUIVRES",Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537816
1500.0,1,1500.0,0.0,0.0,1,B2B,Entreprise,Tunis,1785.0,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,3,Trimestre 1,Semestre 1,0,0.0,0.8403361344537815
308.0,1,50.0,0.0,0.0,1,B2C,Particulier,Le Kef,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
308.0,1,129.0,0.0,0.0,1,B2C,Particulier,Le Kef,100.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.29
308.0,1,129.0,0.0,0.0,1,B2C,Particulier,Le Kef,129.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Jendouba,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
110.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
110.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
110.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Le Kef,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,3,Trimestre 1,Semestre 1,0,0.0,1.0
129.0,1,129.0,0.0,8.0,1,B2C,Particulier,Tunis,129.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Bizerte,45.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Bizerte,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
80.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
80.0,2,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
267.0,1,65.0,0.0,0.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
267.0,1,58.0,0.0,0.0,1,B2C,Particulier,Tunis,58.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
267.0,2,48.0,0.0,0.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,LA TOUCHE DÉCO,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
267.0,1,48.0,0.0,0.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Ben Arous,86.0,False,Site Web,ART DE LA TABLE,Site_Web,WALLET PAYMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
54.62,1,54.62,0.0,0.0,1,B2B,Entreprise,Tunis,64.9978,False,Terrain,JEUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
48.73,1,48.73,0.0,0.0,1,B2B,Entreprise,Tunis,57.988699999999994,False,Terrain,JEUX,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
80.66,2,40.33,0.0,0.0,1,B2B,Entreprise,Tunis,47.9927,False,Terrain,LA TOUCHE DÉCO,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
40.33,1,40.33,0.0,0.0,1,B2B,Entreprise,Tunis,47.9927,False,Terrain,LA TOUCHE DÉCO,Terrain,VIREMENT,2025,4,Trimestre 2,Semestre 1,0,0.0,0.8403361344537815
120.0,1,75.0,30.0,0.0,1,B2C,Particulier,Ben Arous,100.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.3,0.75
120.0,1,15.0,0.0,0.0,1,B2C,Particulier,Ben Arous,15.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,4,Trimestre 2,Semestre 1,0,0.0,1.0
